time,teta,dteta,torque
12.6625,0.8725,-1.4809,4.6587
12.6750,0.8526,-1.5884,4.5809
12.6875,0.8315,-1.6936,4.4961
12.7000,0.8090,-1.7962,4.4043
12.7125,0.7853,-1.8960,4.3058
12.7250,0.7604,-1.9930,4.2006
12.7375,0.7343,-2.0866,4.0889
12.7500,0.7071,-2.1772,3.9710
12.7625,0.6788,-2.2644,3.8469
12.7750,0.6494,-2.3482,3.7169
12.7875,0.6191,-2.4285,3.5812
12.8000,0.5878,-2.5047,3.4399
12.8125,0.5556,-2.5772,3.2933
12.8250,0.5225,-2.6457,3.1416
12.8375,0.4886,-2.7101,2.9851
12.8500,0.4540,-2.7706,2.8241
12.8625,0.4187,-2.8264,2.6586
12.8750,0.3827,-2.8781,2.4890
12.8875,0.3461,-2.9253,2.3156
12.9000,0.3090,-2.9680,2.1387
12.9125,0.2714,-3.0063,1.9585
12.9250,0.2334,-3.0396,1.7751
12.9375,0.1951,-3.0684,1.5891
12.9500,0.1564,-3.0924,1.4007
12.9625,0.1175,-3.1117,1.2100
12.9750,0.0785,-3.1265,1.0176
12.9875,0.0393,-3.1359,0.8235
13.0000,-0.0000,-3.1407,0.6281
13.0125,-0.0393,-3.1407,0.4319
13.0250,-0.0785,-3.1359,0.2349
13.0375,-0.1175,-3.1265,0.0376
13.0500,-0.1564,-3.1117,-0.1598
13.0625,-0.1951,-3.0924,-0.3570
13.0750,-0.2334,-3.0684,-0.5536
13.0875,-0.2714,-3.0396,-0.7493
13.1000,-0.3090,-3.0063,-0.9438
13.1125,-0.3461,-2.9680,-1.1370
13.1250,-0.3827,-2.9253,-1.3284
13.1375,-0.4187,-2.8781,-1.5177
13.1500,-0.4540,-2.8264,-1.7047
13.1625,-0.4886,-2.7706,-1.8890
13.1750,-0.5225,-2.7101,-2.0705
13.1875,-0.5556,-2.6457,-2.2487
13.2000,-0.5878,-2.5772,-2.4235
13.2125,-0.6191,-2.5047,-2.5945
13.2250,-0.6494,-2.4285,-2.7615
13.2375,-0.6788,-2.3482,-2.9244
13.2500,-0.7071,-2.2644,-3.0826
13.2625,-0.7343,-2.1772,-3.2362
13.2750,-0.7604,-2.0866,-3.3847
13.2875,-0.7853,-1.9930,-3.5280
13.3000,-0.8090,-1.8960,-3.6659
13.3125,-0.8315,-1.7962,-3.7981
13.3250,-0.8526,-1.6936,-3.9245
13.3375,-0.8725,-1.5884,-4.0448
13.3500,-0.8910,-1.4809,-4.1588
13.3625,-0.9081,-1.3709,-4.2665
13.3750,-0.9239,-1.2589,-4.3676
13.3875,-0.9382,-1.1449,-4.4620
13.4000,-0.9511,-1.0292,-4.5494
13.4125,-0.9625,-0.9120,-4.6299
13.4250,-0.9724,-0.7932,-4.7032
13.4375,-0.9808,-0.6732,-4.7693
13.4500,-0.9877,-0.5522,-4.8280
13.4625,-0.9931,-0.4304,-4.8793
13.4750,-0.9969,-0.3079,-4.9230
13.4875,-0.9992,-0.1849,-4.9592
13.5000,-1.0000,-0.0617,-4.9877
13.5125,-0.9992,0.0617,-5.0085
13.5250,-0.9969,0.1849,-5.0216
13.5375,-0.9931,0.3079,-5.0269
13.5500,-0.9877,0.4304,-5.0245
13.5625,-0.9808,0.5522,-5.0144
13.5750,-0.9724,0.6732,-4.9965
13.5875,-0.9625,0.7932,-4.9709
13.6000,-0.9511,0.9120,-4.9377
13.6125,-0.9382,1.0292,-4.8968
13.6250,-0.9239,1.1449,-4.8484
13.6375,-0.9081,1.2589,-4.7925
13.6500,-0.8910,1.3709,-4.7292
13.6625,-0.8725,1.4809,-4.6587
13.6750,-0.8526,1.5884,-4.5809
13.6875,-0.8315,1.6936,-4.4961
13.7000,-0.8090,1.7962,-4.4043
13.7125,-0.7853,1.8960,-4.3058
13.7250,-0.7604,1.9930,-4.2006
13.7375,-0.7343,2.0866,-4.0889
13.7500,-0.7071,2.1772,-3.9710
13.7625,-0.6788,2.2644,-3.8469
13.7750,-0.6494,2.3482,-3.7169
13.7875,-0.6191,2.4285,-3.5812
13.8000,-0.5878,2.5047,-3.4399
13.8125,-0.5556,2.5772,-3.2933
13.8250,-0.5225,2.6457,-3.1416
13.8375,-0.4886,2.7101,-2.9851
13.8500,-0.4540,2.7706,-2.8241
13.8625,-0.4187,2.8264,-2.6586
13.8750,-0.3827,2.8781,-2.4890
13.8875,-0.3461,2.9253,-2.3156
13.9000,-0.3090,2.9680,-2.1387
13.9125,-0.2714,3.0063,-1.9585
13.9250,-0.2334,3.0396,-1.7751
13.9375,-0.1951,3.0684,-1.5891
13.9500,-0.1564,3.0924,-1.4007
13.9625,-0.1175,3.1117,-1.2100
13.9750,-0.0785,3.1265,-1.0176
13.9875,-0.0393,3.1359,-0.8235
14.0000,-0.0000,3.1407,-0.6281
14.0125,0.0393,3.1407,-0.4319
14.0250,0.0785,3.1359,-0.2349
14.0375,0.1175,3.1265,-0.0376
14.0500,0.1564,3.1117,0.1598
14.0625,0.1951,3.0924,0.3570
14.0750,0.2334,3.0684,0.5536
14.0875,0.2714,3.0396,0.7493
14.1000,0.3090,3.0063,0.9438
14.1125,0.3461,2.9680,1.1370
14.1250,0.3827,2.9253,1.3284
14.1375,0.4187,2.8781,1.5177
14.1500,0.4540,2.8264,1.7047
14.1625,0.4886,2.7706,1.8890
14.1750,0.5225,2.7101,2.0705
14.1875,0.5556,2.6457,2.2487
14.2000,0.5878,2.5772,2.4235
14.2125,0.6191,2.5047,2.5945
14.2250,0.6494,2.4285,2.7615
14.2375,0.6788,2.3482,2.9244
14.2500,0.7071,2.2644,3.0826
14.2625,0.7343,2.1772,3.2362
14.2750,0.7604,2.0866,3.3847
14.2875,0.7853,1.9930,3.5280
14.3000,0.8090,1.8960,3.6659
14.3125,0.8315,1.7962,3.7981
14.3250,0.8526,1.6936,3.9245
14.3375,0.8725,1.5884,4.0448
14.3500,0.8910,1.4809,4.1588
14.3625,0.9081,1.3709,4.2665
14.3750,0.9239,1.2589,4.3676
14.3875,0.9382,1.1449,4.4620
14.4000,0.9511,1.0292,4.5494
14.4125,0.9625,0.9120,4.6299
14.4250,0.9724,0.7932,4.7032
14.4375,0.9808,0.6732,4.7693
14.4500,0.9877,0.5522,4.8280
14.4625,0.9931,0.4304,4.8793
14.4750,0.9969,0.3079,4.9230
14.4875,0.9992,0.1849,4.9592
14.5000,1.0000,0.0617,4.9877
14.5125,0.9992,-0.0617,5.0085
14.5250,0.9969,-0.1849,5.0216
14.5375,0.9931,-0.3079,5.0269
14.5500,0.9877,-0.4304,5.0245
14.5625,0.9808,-0.5522,5.0144
14.5750,0.9724,-0.6732,4.9965
14.5875,0.9625,-0.7932,4.9709
14.6000,0.9511,-0.9120,4.9377
14.6125,0.9382,-1.0292,4.8968
14.6250,0.9239,-1.1449,4.8484
14.6375,0.9081,-1.2589,4.7925
14.6500,0.8910,-1.3709,4.7292
14.6625,0.8725,-1.4809,4.6587
14.6750,0.8526,-1.5884,4.5809
14.6875,0.8315,-1.6936,4.4961
14.7000,0.8090,-1.7962,4.4043
14.7125,0.7853,-1.8960,4.3058
14.7250,0.7604,-1.9930,4.2006
14.7375,0.7343,-2.0866,4.0889
14.7500,0.7071,-2.1772,3.9710
14.7625,0.6788,-2.2644,3.8469
14.7750,0.6494,-2.3482,3.7169
14.7875,0.6191,-2.4285,3.5812
14.8000,0.5878,-2.5047,3.4399
14.8125,0.5556,-2.5772,3.2933
14.8250,0.5225,-2.6457,3.1416
14.8375,0.4886,-2.7101,2.9851
14.8500,0.4540,-2.7706,2.8241
14.8625,0.4187,-2.8264,2.6586
14.8750,0.3827,-2.8781,2.4890
14.8875,0.3461,-2.9253,2.3156
14.9000,0.3090,-2.9680,2.1387
14.9125,0.2714,-3.0063,1.9585
14.9250,0.2334,-3.0396,1.7751
14.9375,0.1951,-3.0684,1.5891
14.9500,0.1564,-3.0924,1.4007
14.9625,0.1175,-3.1117,1.2100
14.9750,0.0785,-3.1265,1.0176
14.9875,0.0393,-3.1359,0.8235
15.0000,0.0000,-3.1407,0.6281
15.0125,-0.0393,-3.1407,0.4319
15.0250,-0.0785,-3.1359,0.2349
15.0375,-0.1175,-3.1265,0.0376
15.0500,-0.1564,-3.1117,-0.1598
15.0625,-0.1951,-3.0924,-0.3570
15.0750,-0.2334,-3.0684,-0.5536
15.0875,-0.2714,-3.0396,-0.7493
15.1000,-0.3090,-3.0063,-0.9438
15.1125,-0.3461,-2.9680,-1.1370
15.1250,-0.3827,-2.9253,-1.3284
15.1375,-0.4187,-2.8781,-1.5177
15.1500,-0.4540,-2.8264,-1.7047
15.1625,-0.4886,-2.7706,-1.8890
15.1750,-0.5225,-2.7101,-2.0705
15.1875,-0.5556,-2.6457,-2.2487
15.2000,-0.5878,-2.5772,-2.4235
15.2125,-0.6191,-2.5047,-2.5945
15.2250,-0.6494,-2.4285,-2.7615
15.2375,-0.6788,-2.3482,-2.9244
15.2500,-0.7071,-2.2644,-3.0826
15.2625,-0.7343,-2.1772,-3.2362
15.2750,-0.7604,-2.0866,-3.3847
15.2875,-0.7853,-1.9930,-3.5280
15.3000,-0.8090,-1.8960,-3.6659
15.3125,-0.8315,-1.7962,-3.7981
15.3250,-0.8526,-1.6936,-3.9245
15.3375,-0.8725,-1.5884,-4.0448
15.3500,-0.8910,-1.4809,-4.1588
15.3625,-0.9081,-1.3709,-4.2665
15.3750,-0.9239,-1.2589,-4.3676
15.3875,-0.9382,-1.1449,-4.4620
15.4000,-0.9511,-1.0292,-4.5494
15.4125,-0.9625,-0.9120,-4.6299
15.4250,-0.9724,-0.7932,-4.7032
15.4375,-0.9808,-0.6732,-4.7693
15.4500,-0.9877,-0.5522,-4.8280
15.4625,-0.9931,-0.4304,-4.8793
15.4750,-0.9969,-0.3079,-4.9230
15.4875,-0.9992,-0.1849,-4.9592
15.5000,-1.0000,-0.0617,-4.9877
15.5125,-0.9992,0.0617,-5.0085
15.5250,-0.9969,0.1849,-5.0216
15.5375,-0.9931,0.3079,-5.0269
15.5500,-0.9877,0.4304,-5.0245
15.5625,-0.9808,0.5522,-5.0144
15.5750,-0.9724,0.6732,-4.9965
15.5875,-0.9625,0.7932,-4.9709
15.6000,-0.9511,0.9120,-4.9377
15.6125,-0.9382,1.0292,-4.8968
15.6250,-0.9239,1.1449,-4.8484
15.6375,-0.9081,1.2589,-4.7925
15.6500,-0.8910,1.3709,-4.7292
15.6625,-0.8725,1.4809,-4.6587
15.6750,-0.8526,1.5884,-4.5809
15.6875,-0.8315,1.6936,-4.4961
15.7000,-0.8090,1.7962,-4.4043
15.7125,-0.7853,1.8960,-4.3058
15.7250,-0.7604,1.9930,-4.2006
15.7375,-0.7343,2.0866,-4.0889
15.7500,-0.7071,2.1772,-3.9710
15.7625,-0.6788,2.2644,-3.8469
15.7750,-0.6494,2.3482,-3.7169
15.7875,-0.6191,2.4285,-3.5812
15.8000,-0.5878,2.5047,-3.4399
15.8125,-0.5556,2.5772,-3.2933
15.8250,-0.5225,2.6457,-3.1416
15.8375,-0.4886,2.7101,-2.9851
15.8500,-0.4540,2.7706,-2.8241
15.8625,-0.4187,2.8264,-2.6586
15.8750,-0.3827,2.8781,-2.4890
15.8875,-0.3461,2.9253,-2.3156
15.9000,-0.3090,2.9680,-2.1387
15.9125,-0.2714,3.0063,-1.9585
15.9250,-0.2334,3.0396,-1.7751
15.9375,-0.1951,3.0684,-1.5891
15.9500,-0.1564,3.0924,-1.4007
15.9625,-0.1175,3.1117,-1.2100
15.9750,-0.0785,3.1265,-1.0176
15.9875,-0.0393,3.1359,-0.8235
16.0000,-0.0000,3.1407,-0.6281
16.0125,0.0393,3.1410,-0.4319
16.0250,0.0785,3.1357,-0.2348
16.0375,0.1175,3.1265,-0.0376
16.0500,0.1564,3.1115,0.1599
16.0625,0.1951,3.0927,0.3569
16.0750,0.2334,3.0686,0.5535
16.0875,0.2714,3.0393,0.7493
16.1000,0.3090,3.0063,0.9438
16.1125,0.3461,2.9677,1.1370
16.1250,0.3827,2.9255,1.3283
16.1375,0.4187,2.8783,1.5177
16.1500,0.4540,2.8262,1.7047
16.1625,0.4886,2.7706,1.8890
16.1750,0.5225,2.7099,2.0705
16.1875,0.5556,2.6459,2.2487
16.2000,0.5878,2.5774,2.4235
16.2125,0.6191,2.5045,2.5946
16.2250,0.6494,2.4285,2.7615
16.2375,0.6788,2.3480,2.9244
16.2500,0.7071,2.2646,3.0826
16.2625,0.7343,2.1774,3.2361
16.2750,0.7604,2.0865,3.3847
16.2875,0.7853,1.9930,3.5280
16.3000,0.8090,1.8958,3.6659
16.3125,0.8315,1.7963,3.7981
16.3250,0.8526,1.6937,3.9245
16.3375,0.8725,1.5883,4.0448
16.3500,0.8910,1.4809,4.1588
16.3625,0.9081,1.3708,4.2665
16.3750,0.9239,1.2590,4.3676
16.3875,0.9382,1.1450,4.4620
16.4000,0.9511,1.0291,4.5495
16.4125,0.9625,0.9120,4.6299
16.4250,0.9724,0.7931,4.7032
16.4375,0.9808,0.6733,4.7693
16.4500,0.9877,0.5523,4.8280
16.4625,0.9931,0.4304,4.8793
16.4750,0.9969,0.3079,4.9230
16.4875,0.9992,0.1849,4.9592
16.5000,1.0000,0.0617,4.9877
16.5125,0.9992,-0.0617,5.0085
16.5250,0.9969,-0.1849,5.0216
16.5375,0.9931,-0.3079,5.0269
16.5500,0.9877,-0.4304,5.0245
16.5625,0.9808,-0.5523,5.0144
16.5750,0.9724,-0.6733,4.9965
16.5875,0.9625,-0.7931,4.9709
16.6000,0.9511,-0.9120,4.9377
16.6125,0.9382,-1.0291,4.8968
16.6250,0.9239,-1.1450,4.8484
16.6375,0.9081,-1.2590,4.7925
16.6500,0.8910,-1.3708,4.7292
16.6625,0.8725,-1.4809,4.6587
16.6750,0.8526,-1.5883,4.5809
16.6875,0.8315,-1.6937,4.4961
16.7000,0.8090,-1.7963,4.4043
16.7125,0.7853,-1.8958,4.3058
16.7250,0.7604,-1.9930,4.2006
16.7375,0.7343,-2.0865,4.0889
16.7500,0.7071,-2.1774,3.9710
16.7625,0.6788,-2.2646,3.8469
16.7750,0.6494,-2.3480,3.7168
16.7875,0.6191,-2.4285,3.5812
16.8000,0.5878,-2.5045,3.4398
16.8125,0.5556,-2.5774,3.2933
16.8250,0.5225,-2.6459,3.1417
16.8375,0.4886,-2.7099,2.9851
16.8500,0.4540,-2.7706,2.8241
16.8625,0.4187,-2.8262,2.6586
16.8750,0.3827,-2.8783,2.4891
16.8875,0.3461,-2.9255,2.3157
16.9000,0.3090,-2.9677,2.1386
16.9125,0.2714,-3.0063,1.9585
16.9250,0.2334,-3.0393,1.7751
16.9375,0.1951,-3.0686,1.5892
16.9500,0.1564,-3.0927,1.4007
16.9625,0.1175,-3.1115,1.2100
16.9750,0.0785,-3.1265,1.0176
16.9875,0.0393,-3.1357,0.8234
17.0000,-0.0000,-3.1410,0.6282
17.0125,-0.0393,-3.1410,0.4319
17.0250,-0.0785,-3.1357,0.2348
17.0375,-0.1175,-3.1265,0.0376
17.0500,-0.1564,-3.1115,-0.1599
17.0625,-0.1951,-3.0927,-0.3569
17.0750,-0.2334,-3.0686,-0.5535
17.0875,-0.2714,-3.0393,-0.7493
17.1000,-0.3090,-3.0063,-0.9438
17.1125,-0.3461,-2.9677,-1.1370
17.1250,-0.3827,-2.9255,-1.3283
17.1375,-0.4187,-2.8783,-1.5177
17.1500,-0.4540,-2.8262,-1.7047
17.1625,-0.4886,-2.7706,-1.8890
17.1750,-0.5225,-2.7099,-2.0705
17.1875,-0.5556,-2.6459,-2.2487
17.2000,-0.5878,-2.5774,-2.4235
17.2125,-0.6191,-2.5045,-2.5946
17.2250,-0.6494,-2.4285,-2.7615
17.2375,-0.6788,-2.3480,-2.9244
17.2500,-0.7071,-2.2646,-3.0826
17.2625,-0.7343,-2.1774,-3.2361
17.2750,-0.7604,-2.0865,-3.3847
17.2875,-0.7853,-1.9930,-3.5280
17.3000,-0.8090,-1.8958,-3.6659
17.3125,-0.8315,-1.7963,-3.7981
17.3250,-0.8526,-1.6937,-3.9245
17.3375,-0.8725,-1.5883,-4.0448
17.3500,-0.8910,-1.4809,-4.1588
17.3625,-0.9081,-1.3708,-4.2665
17.3750,-0.9239,-1.2590,-4.3676
17.3875,-0.9382,-1.1450,-4.4620
17.4000,-0.9511,-1.0291,-4.5495
17.4125,-0.9625,-0.9120,-4.6299
17.4250,-0.9724,-0.7931,-4.7032
17.4375,-0.9808,-0.6733,-4.7693
17.4500,-0.9877,-0.5523,-4.8280
17.4625,-0.9931,-0.4304,-4.8793
17.4750,-0.9969,-0.3079,-4.9230
17.4875,-0.9992,-0.1849,-4.9592
17.5000,-1.0000,-0.0617,-4.9877
17.5125,-0.9992,0.0617,-5.0085
17.5250,-0.9969,0.1849,-5.0216
17.5375,-0.9931,0.3079,-5.0269
17.5500,-0.9877,0.4304,-5.0245
17.5625,-0.9808,0.5523,-5.0144
17.5750,-0.9724,0.6733,-4.9965
17.5875,-0.9625,0.7931,-4.9709
17.6000,-0.9511,0.9120,-4.9377
17.6125,-0.9382,1.0291,-4.8968
17.6250,-0.9239,1.1450,-4.8484
17.6375,-0.9081,1.2590,-4.7925
17.6500,-0.8910,1.3708,-4.7292
17.6625,-0.8725,1.4809,-4.6587
17.6750,-0.8526,1.5883,-4.5809
17.6875,-0.8315,1.6937,-4.4961
17.7000,-0.8090,1.7963,-4.4043
17.7125,-0.7853,1.8958,-4.3058
17.7250,-0.7604,1.9930,-4.2006
17.7375,-0.7343,2.0865,-4.0889
17.7500,-0.7071,2.1774,-3.9710
17.7625,-0.6788,2.2646,-3.8469
17.7750,-0.6494,2.3480,-3.7168
17.7875,-0.6191,2.4285,-3.5812
17.8000,-0.5878,2.5045,-3.4398
17.8125,-0.5556,2.5774,-3.2933
17.8250,-0.5225,2.6459,-3.1417
17.8375,-0.4886,2.7099,-2.9851
17.8500,-0.4540,2.7706,-2.8241
17.8625,-0.4187,2.8262,-2.6586
17.8750,-0.3827,2.8783,-2.4891
17.8875,-0.3461,2.9255,-2.3157
17.9000,-0.3090,2.9677,-2.1386
17.9125,-0.2714,3.0063,-1.9585
17.9250,-0.2334,3.0393,-1.7751
17.9375,-0.1951,3.0686,-1.5892
17.9500,-0.1564,3.0927,-1.4007
17.9625,-0.1175,3.1115,-1.2100
17.9750,-0.0785,3.1265,-1.0176
17.9875,-0.0393,3.1357,-0.8234
18.0000,-0.0000,3.1410,-0.6282
18.0125,0.0393,3.1410,-0.4319
18.0250,0.0785,3.1357,-0.2348
18.0375,0.1175,3.1265,-0.0376
18.0500,0.1564,3.1115,0.1599
18.0625,0.1951,3.0927,0.3569
18.0750,0.2334,3.0686,0.5535
18.0875,0.2714,3.0393,0.7493
18.1000,0.3090,3.0063,0.9438
18.1125,0.3461,2.9677,1.1370
18.1250,0.3827,2.9255,1.3283
18.1375,0.4187,2.8783,1.5177
18.1500,0.4540,2.8262,1.7047
18.1625,0.4886,2.7706,1.8890
18.1750,0.5225,2.7099,2.0705
18.1875,0.5556,2.6459,2.2487
18.2000,0.5878,2.5774,2.4235
18.2125,0.6191,2.5045,2.5946
18.2250,0.6494,2.4285,2.7615
18.2375,0.6788,2.3480,2.9244
18.2500,0.7071,2.2646,3.0826
18.2625,0.7343,2.1774,3.2361
18.2750,0.7604,2.0865,3.3847
18.2875,0.7853,1.9930,3.5280
18.3000,0.8090,1.8958,3.6659
18.3125,0.8315,1.7963,3.7981
18.3250,0.8526,1.6937,3.9245
18.3375,0.8725,1.5883,4.0448
18.3500,0.8910,1.4809,4.1588
18.3625,0.9081,1.3708,4.2665
18.3750,0.9239,1.2590,4.3676
18.3875,0.9382,1.1450,4.4620
18.4000,0.9511,1.0291,4.5495
18.4125,0.9625,0.9120,4.6299
18.4250,0.9724,0.7931,4.7032
18.4375,0.9808,0.6733,4.7693
18.4500,0.9877,0.5523,4.8280
18.4625,0.9931,0.4304,4.8793
18.4750,0.9969,0.3079,4.9230
18.4875,0.9992,0.1849,4.9592
18.5000,1.0000,0.0617,4.9877
18.5125,0.9992,-0.0617,5.0085
18.5250,0.9969,-0.1849,5.0216
18.5375,0.9931,-0.3079,5.0269
18.5500,0.9877,-0.4304,5.0245
18.5625,0.9808,-0.5523,5.0144
18.5750,0.9724,-0.6733,4.9965
18.5875,0.9625,-0.7931,4.9709
18.6000,0.9511,-0.9120,4.9377
18.6125,0.9382,-1.0291,4.8968
18.6250,0.9239,-1.1450,4.8484
18.6375,0.9081,-1.2590,4.7925
18.6500,0.8910,-1.3708,4.7292
18.6625,0.8725,-1.4809,4.6587
18.6750,0.8526,-1.5883,4.5809
18.6875,0.8315,-1.6937,4.4961
18.7000,0.8090,-1.7963,4.4043
18.7125,0.7853,-1.8958,4.3058
18.7250,0.7604,-1.9930,4.2006
18.7375,0.7343,-2.0865,4.0889
18.7500,0.7071,-2.1774,3.9710
18.7625,0.6788,-2.2646,3.8469
18.7750,0.6494,-2.3480,3.7168
18.7875,0.6191,-2.4285,3.5812
18.8000,0.5878,-2.5045,3.4398
18.8125,0.5556,-2.5774,3.2933
18.8250,0.5225,-2.6459,3.1417
