time,teta,dteta,torque
18.8375,0.4886,-2.7099,2.9851
18.8500,0.4540,-2.7706,2.8241
18.8625,0.4187,-2.8262,2.6586
18.8750,0.3827,-2.8783,2.4891
18.8875,0.3461,-2.9255,2.3157
18.9000,0.3090,-2.9677,2.1386
18.9125,0.2714,-3.0063,1.9585
18.9250,0.2334,-3.0393,1.7751
18.9375,0.1951,-3.0686,1.5892
18.9500,0.1564,-3.0927,1.4007
18.9625,0.1175,-3.1115,1.2100
18.9750,0.0785,-3.1265,1.0176
18.9875,0.0393,-3.1357,0.8234
19.0000,0.0000,-3.1410,0.6282
19.0125,-0.0393,-3.1410,0.4319
19.0250,-0.0785,-3.1357,0.2348
19.0375,-0.1175,-3.1265,0.0376
19.0500,-0.1564,-3.1115,-0.1599
19.0625,-0.1951,-3.0927,-0.3569
19.0750,-0.2334,-3.0686,-0.5535
19.0875,-0.2714,-3.0393,-0.7493
19.1000,-0.3090,-3.0063,-0.9438
19.1125,-0.3461,-2.9677,-1.1370
19.1250,-0.3827,-2.9255,-1.3283
19.1375,-0.4187,-2.8783,-1.5177
19.1500,-0.4540,-2.8262,-1.7047
19.1625,-0.4886,-2.7706,-1.8890
19.1750,-0.5225,-2.7099,-2.0705
19.1875,-0.5556,-2.6459,-2.2487
19.2000,-0.5878,-2.5774,-2.4235
19.2125,-0.6191,-2.5045,-2.5946
19.2250,-0.6494,-2.4285,-2.7615
19.2375,-0.6788,-2.3480,-2.9244
19.2500,-0.7071,-2.2646,-3.0826
19.2625,-0.7343,-2.1774,-3.2361
19.2750,-0.7604,-2.0865,-3.3847
19.2875,-0.7853,-1.9930,-3.5280
19.3000,-0.8090,-1.8958,-3.6659
19.3125,-0.8315,-1.7963,-3.7981
19.3250,-0.8526,-1.6937,-3.9245
19.3375,-0.8725,-1.5883,-4.0448
19.3500,-0.8910,-1.4809,-4.1588
19.3625,-0.9081,-1.3708,-4.2665
19.3750,-0.9239,-1.2590,-4.3676
19.3875,-0.9382,-1.1450,-4.4620
19.4000,-0.9511,-1.0291,-4.5495
19.4125,-0.9625,-0.9120,-4.6299
19.4250,-0.9724,-0.7931,-4.7032
19.4375,-0.9808,-0.6733,-4.7693
19.4500,-0.9877,-0.5523,-4.8280
19.4625,-0.9931,-0.4304,-4.8793
19.4750,-0.9969,-0.3079,-4.9230
19.4875,-0.9992,-0.1849,-4.9592
19.5000,-1.0000,-0.0617,-4.9877
19.5125,-0.9992,0.0617,-5.0085
19.5250,-0.9969,0.1849,-5.0216
19.5375,-0.9931,0.3079,-5.0269
19.5500,-0.9877,0.4304,-5.0245
19.5625,-0.9808,0.5523,-5.0144
19.5750,-0.9724,0.6733,-4.9965
19.5875,-0.9625,0.7931,-4.9709
19.6000,-0.9511,0.9120,-4.9377
19.6125,-0.9382,1.0291,-4.8968
19.6250,-0.9239,1.1450,-4.8484
19.6375,-0.9081,1.2590,-4.7925
19.6500,-0.8910,1.3708,-4.7292
19.6625,-0.8725,1.4809,-4.6587
19.6750,-0.8526,1.5883,-4.5809
19.6875,-0.8315,1.6937,-4.4961
19.7000,-0.8090,1.7963,-4.4043
19.7125,-0.7853,1.8958,-4.3058
19.7250,-0.7604,1.9930,-4.2006
19.7375,-0.7343,2.0865,-4.0889
19.7500,-0.7071,2.1774,-3.9710
19.7625,-0.6788,2.2646,-3.8469
19.7750,-0.6494,2.3480,-3.7168
19.7875,-0.6191,2.4285,-3.5812
19.8000,-0.5878,2.5045,-3.4398
19.8125,-0.5556,2.5774,-3.2933
19.8250,-0.5225,2.6459,-3.1417
19.8375,-0.4886,2.7099,-2.9851
19.8500,-0.4540,2.7706,-2.8241
19.8625,-0.4187,2.8262,-2.6586
19.8750,-0.3827,2.8783,-2.4891
19.8875,-0.3461,2.9255,-2.3157
19.9000,-0.3090,2.9677,-2.1386
19.9125,-0.2714,3.0063,-1.9585
19.9250,-0.2334,3.0393,-1.7751
19.9375,-0.1951,3.0686,-1.5892
19.9500,-0.1564,3.0927,-1.4007
19.9625,-0.1175,3.1115,-1.2100
19.9750,-0.0785,3.1265,-1.0176
19.9875,-0.0393,3.1357,-0.8234
20.0000,-0.0000,3.1410,-0.6282
20.0125,0.0393,3.1410,-0.4319
20.0250,0.0785,3.1357,-0.2348
20.0375,0.1175,3.1265,-0.0376
20.0500,0.1564,3.1115,0.1599
20.0625,0.1951,3.0927,0.3569
20.0750,0.2334,3.0686,0.5535
20.0875,0.2714,3.0393,0.7493
20.1000,0.3090,3.0063,0.9438
20.1125,0.3461,2.9677,1.1370
20.1250,0.3827,2.9255,1.3283
20.1375,0.4187,2.8783,1.5177
20.1500,0.4540,2.8262,1.7047
20.1625,0.4886,2.7706,1.8890
20.1750,0.5225,2.7099,2.0705
20.1875,0.5556,2.6459,2.2487
20.2000,0.5878,2.5774,2.4235
20.2125,0.6191,2.5045,2.5946
20.2250,0.6494,2.4285,2.7615
20.2375,0.6788,2.3480,2.9244
20.2500,0.7071,2.2646,3.0826
20.2625,0.7343,2.1774,3.2361
20.2750,0.7604,2.0865,3.3847
20.2875,0.7853,1.9930,3.5280
20.3000,0.8090,1.8958,3.6659
20.3125,0.8315,1.7963,3.7981
20.3250,0.8526,1.6937,3.9245
20.3375,0.8725,1.5883,4.0448
20.3500,0.8910,1.4809,4.1588
20.3625,0.9081,1.3708,4.2665
20.3750,0.9239,1.2590,4.3676
20.3875,0.9382,1.1450,4.4620
20.4000,0.9511,1.0291,4.5495
20.4125,0.9625,0.9120,4.6299
20.4250,0.9724,0.7931,4.7032
20.4375,0.9808,0.6733,4.7693
20.4500,0.9877,0.5523,4.8280
20.4625,0.9931,0.4304,4.8793
20.4750,0.9969,0.3079,4.9230
20.4875,0.9992,0.1849,4.9592
20.5000,1.0000,0.0617,4.9877
20.5125,0.9992,-0.0617,5.0085
20.5250,0.9969,-0.1849,5.0216
20.5375,0.9931,-0.3079,5.0269
20.5500,0.9877,-0.4304,5.0245
20.5625,0.9808,-0.5523,5.0144
20.5750,0.9724,-0.6733,4.9965
20.5875,0.9625,-0.7931,4.9709
20.6000,0.9511,-0.9120,4.9377
20.6125,0.9382,-1.0291,4.8968
20.6250,0.9239,-1.1450,4.8484
20.6375,0.9081,-1.2590,4.7925
20.6500,0.8910,-1.3708,4.7292
20.6625,0.8725,-1.4809,4.6587
20.6750,0.8526,-1.5883,4.5809
20.6875,0.8315,-1.6937,4.4961
20.7000,0.8090,-1.7963,4.4043
20.7125,0.7853,-1.8958,4.3058
20.7250,0.7604,-1.9930,4.2006
20.7375,0.7343,-2.0865,4.0889
20.7500,0.7071,-2.1774,3.9710
20.7625,0.6788,-2.2646,3.8469
20.7750,0.6494,-2.3480,3.7168
20.7875,0.6191,-2.4285,3.5812
20.8000,0.5878,-2.5045,3.4398
20.8125,0.5556,-2.5774,3.2933
20.8250,0.5225,-2.6459,3.1417
20.8375,0.4886,-2.7099,2.9851
20.8500,0.4540,-2.7706,2.8241
20.8625,0.4187,-2.8262,2.6586
20.8750,0.3827,-2.8783,2.4891
20.8875,0.3461,-2.9255,2.3157
20.9000,0.3090,-2.9677,2.1386
20.9125,0.2714,-3.0063,1.9585
20.9250,0.2334,-3.0393,1.7751
20.9375,0.1951,-3.0686,1.5892
20.9500,0.1564,-3.0927,1.4007
20.9625,0.1175,-3.1115,1.2100
20.9750,0.0785,-3.1265,1.0176
20.9875,0.0393,-3.1357,0.8234
21.0000,-0.0000,-3.1410,0.6282
21.0125,-0.0393,-3.1410,0.4319
21.0250,-0.0785,-3.1357,0.2348
21.0375,-0.1175,-3.1265,0.0376
21.0500,-0.1564,-3.1115,-0.1599
21.0625,-0.1951,-3.0927,-0.3569
21.0750,-0.2334,-3.0686,-0.5535
21.0875,-0.2714,-3.0393,-0.7493
21.1000,-0.3090,-3.0063,-0.9438
21.1125,-0.3461,-2.9677,-1.1370
21.1250,-0.3827,-2.9255,-1.3283
21.1375,-0.4187,-2.8783,-1.5177
21.1500,-0.4540,-2.8262,-1.7047
21.1625,-0.4886,-2.7706,-1.8890
21.1750,-0.5225,-2.7099,-2.0705
21.1875,-0.5556,-2.6459,-2.2487
21.2000,-0.5878,-2.5774,-2.4235
21.2125,-0.6191,-2.5045,-2.5946
21.2250,-0.6494,-2.4285,-2.7615
21.2375,-0.6788,-2.3480,-2.9244
21.2500,-0.7071,-2.2646,-3.0826
21.2625,-0.7343,-2.1774,-3.2361
21.2750,-0.7604,-2.0865,-3.3847
21.2875,-0.7853,-1.9930,-3.5280
21.3000,-0.8090,-1.8958,-3.6659
21.3125,-0.8315,-1.7963,-3.7981
21.3250,-0.8526,-1.6937,-3.9245
21.3375,-0.8725,-1.5883,-4.0448
21.3500,-0.8910,-1.4809,-4.1588
21.3625,-0.9081,-1.3708,-4.2665
21.3750,-0.9239,-1.2590,-4.3676
21.3875,-0.9382,-1.1450,-4.4620
21.4000,-0.9511,-1.0291,-4.5495
21.4125,-0.9625,-0.9120,-4.6299
21.4250,-0.9724,-0.7931,-4.7032
21.4375,-0.9808,-0.6733,-4.7693
21.4500,-0.9877,-0.5523,-4.8280
21.4625,-0.9931,-0.4304,-4.8793
21.4750,-0.9969,-0.3079,-4.9230
21.4875,-0.9992,-0.1849,-4.9592
21.5000,-1.0000,-0.0617,-4.9877
21.5125,-0.9992,0.0617,-5.0085
21.5250,-0.9969,0.1849,-5.0216
21.5375,-0.9931,0.3079,-5.0269
21.5500,-0.9877,0.4304,-5.0245
21.5625,-0.9808,0.5523,-5.0144
21.5750,-0.9724,0.6733,-4.9965
21.5875,-0.9625,0.7931,-4.9709
21.6000,-0.9511,0.9120,-4.9377
21.6125,-0.9382,1.0291,-4.8968
21.6250,-0.9239,1.1450,-4.8484
21.6375,-0.9081,1.2590,-4.7925
21.6500,-0.8910,1.3708,-4.7292
21.6625,-0.8725,1.4809,-4.6587
21.6750,-0.8526,1.5883,-4.5809
21.6875,-0.8315,1.6937,-4.4961
21.7000,-0.8090,1.7963,-4.4043
21.7125,-0.7853,1.8958,-4.3058
21.7250,-0.7604,1.9930,-4.2006
21.7375,-0.7343,2.0865,-4.0889
21.7500,-0.7071,2.1774,-3.9710
21.7625,-0.6788,2.2646,-3.8469
21.7750,-0.6494,2.3480,-3.7168
21.7875,-0.6191,2.4285,-3.5812
21.8000,-0.5878,2.5045,-3.4398
21.8125,-0.5556,2.5774,-3.2933
21.8250,-0.5225,2.6459,-3.1417
21.8375,-0.4886,2.7099,-2.9851
21.8500,-0.4540,2.7706,-2.8241
21.8625,-0.4187,2.8262,-2.6586
21.8750,-0.3827,2.8783,-2.4891
21.8875,-0.3461,2.9255,-2.3157
21.9000,-0.3090,2.9677,-2.1386
21.9125,-0.2714,3.0063,-1.9585
21.9250,-0.2334,3.0393,-1.7751
21.9375,-0.1951,3.0686,-1.5892
21.9500,-0.1564,3.0927,-1.4007
21.9625,-0.1175,3.1115,-1.2100
21.9750,-0.0785,3.1265,-1.0176
21.9875,-0.0393,3.1357,-0.8234
22.0000,-0.0000,3.1410,-0.6282
22.0125,0.0393,3.1410,-0.4319
22.0250,0.0785,3.1357,-0.2348
22.0375,0.1175,3.1265,-0.0376
22.0500,0.1564,3.1115,0.1599
22.0625,0.1951,3.0927,0.3569
22.0750,0.2334,3.0686,0.5535
22.0875,0.2714,3.0393,0.7493
22.1000,0.3090,3.0063,0.9438
22.1125,0.3461,2.9677,1.1370
22.1250,0.3827,2.9255,1.3283
22.1375,0.4187,2.8783,1.5177
22.1500,0.4540,2.8262,1.7047
22.1625,0.4886,2.7706,1.8890
22.1750,0.5225,2.7099,2.0705
22.1875,0.5556,2.6459,2.2487
22.2000,0.5878,2.5774,2.4235
22.2125,0.6191,2.5045,2.5946
22.2250,0.6494,2.4285,2.7615
22.2375,0.6788,2.3480,2.9244
22.2500,0.7071,2.2646,3.0826
22.2625,0.7343,2.1774,3.2361
22.2750,0.7604,2.0865,3.3847
22.2875,0.7853,1.9930,3.5280
22.3000,0.8090,1.8958,3.6659
22.3125,0.8315,1.7963,3.7981
22.3250,0.8526,1.6937,3.9245
22.3375,0.8725,1.5883,4.0448
22.3500,0.8910,1.4809,4.1588
22.3625,0.9081,1.3708,4.2665
22.3750,0.9239,1.2590,4.3676
22.3875,0.9382,1.1450,4.4620
22.4000,0.9511,1.0291,4.5495
22.4125,0.9625,0.9120,4.6299
22.4250,0.9724,0.7931,4.7032
22.4375,0.9808,0.6733,4.7693
22.4500,0.9877,0.5523,4.8280
22.4625,0.9931,0.4304,4.8793
22.4750,0.9969,0.3079,4.9230
22.4875,0.9992,0.1849,4.9592
22.5000,1.0000,0.0617,4.9877
22.5125,0.9992,-0.0617,5.0085
22.5250,0.9969,-0.1849,5.0216
22.5375,0.9931,-0.3079,5.0269
22.5500,0.9877,-0.4304,5.0245
22.5625,0.9808,-0.5523,5.0144
22.5750,0.9724,-0.6733,4.9965
22.5875,0.9625,-0.7931,4.9709
22.6000,0.9511,-0.9120,4.9377
22.6125,0.9382,-1.0291,4.8968
22.6250,0.9239,-1.1450,4.8484
22.6375,0.9081,-1.2590,4.7925
22.6500,0.8910,-1.3708,4.7292
22.6625,0.8725,-1.4809,4.6587
22.6750,0.8526,-1.5883,4.5809
22.6875,0.8315,-1.6937,4.4961
22.7000,0.8090,-1.7963,4.4043
22.7125,0.7853,-1.8958,4.3058
22.7250,0.7604,-1.9930,4.2006
22.7375,0.7343,-2.0865,4.0889
22.7500,0.7071,-2.1774,3.9710
22.7625,0.6788,-2.2646,3.8469
22.7750,0.6494,-2.3480,3.7168
22.7875,0.6191,-2.4285,3.5812
22.8000,0.5878,-2.5045,3.4398
22.8125,0.5556,-2.5774,3.2933
22.8250,0.5225,-2.6459,3.1417
22.8375,0.4886,-2.7099,2.9851
22.8500,0.4540,-2.7706,2.8241
22.8625,0.4187,-2.8262,2.6586
22.8750,0.3827,-2.8783,2.4891
22.8875,0.3461,-2.9255,2.3157
22.9000,0.3090,-2.9677,2.1386
22.9125,0.2714,-3.0063,1.9585
22.9250,0.2334,-3.0393,1.7751
22.9375,0.1951,-3.0686,1.5892
22.9500,0.1564,-3.0927,1.4007
22.9625,0.1175,-3.1115,1.2100
22.9750,0.0785,-3.1265,1.0176
22.9875,0.0393,-3.1357,0.8234
23.0000,0.0000,-3.1410,0.6282
23.0125,-0.0393,-3.1410,0.4319
23.0250,-0.0785,-3.1357,0.2348
23.0375,-0.1175,-3.1265,0.0376
23.0500,-0.1564,-3.1115,-0.1599
23.0625,-0.1951,-3.0927,-0.3569
23.0750,-0.2334,-3.0686,-0.5535
23.0875,-0.2714,-3.0393,-0.7493
23.1000,-0.3090,-3.0063,-0.9438
23.1125,-0.3461,-2.9677,-1.1370
23.1250,-0.3827,-2.9255,-1.3283
23.1375,-0.4187,-2.8783,-1.5177
23.1500,-0.4540,-2.8262,-1.7047
23.1625,-0.4886,-2.7706,-1.8890
23.1750,-0.5225,-2.7099,-2.0705
23.1875,-0.5556,-2.6459,-2.2487
23.2000,-0.5878,-2.5774,-2.4235
23.2125,-0.6191,-2.5045,-2.5946
23.2250,-0.6494,-2.4285,-2.7615
23.2375,-0.6788,-2.3480,-2.9244
23.2500,-0.7071,-2.2646,-3.0826
23.2625,-0.7343,-2.1774,-3.2361
23.2750,-0.7604,-2.0865,-3.3847
23.2875,-0.7853,-1.9930,-3.5280
23.3000,-0.8090,-1.8958,-3.6659
23.3125,-0.8315,-1.7963,-3.7981
23.3250,-0.8526,-1.6937,-3.9245
23.3375,-0.8725,-1.5883,-4.0448
23.3500,-0.8910,-1.4809,-4.1588
23.3625,-0.9081,-1.3708,-4.2665
23.3750,-0.9239,-1.2590,-4.3676
23.3875,-0.9382,-1.1450,-4.4620
23.4000,-0.9511,-1.0291,-4.5495
23.4125,-0.9625,-0.9120,-4.6299
23.4250,-0.9724,-0.7931,-4.7032
23.4375,-0.9808,-0.6733,-4.7693
23.4500,-0.9877,-0.5523,-4.8280
23.4625,-0.9931,-0.4304,-4.8793
23.4750,-0.9969,-0.3079,-4.9230
23.4875,-0.9992,-0.1849,-4.9592
23.5000,-1.0000,-0.0617,-4.9877
23.5125,-0.9992,0.0617,-5.0085
23.5250,-0.9969,0.1849,-5.0216
23.5375,-0.9931,0.3079,-5.0269
23.5500,-0.9877,0.4304,-5.0245
23.5625,-0.9808,0.5523,-5.0144
23.5750,-0.9724,0.6733,-4.9965
23.5875,-0.9625,0.7931,-4.9709
23.6000,-0.9511,0.9120,-4.9377
23.6125,-0.9382,1.0291,-4.8968
23.6250,-0.9239,1.1450,-4.8484
23.6375,-0.9081,1.2590,-4.7925
23.6500,-0.8910,1.3708,-4.7292
23.6625,-0.8725,1.4809,-4.6587
23.6750,-0.8526,1.5883,-4.5809
23.6875,-0.8315,1.6937,-4.4961
23.7000,-0.8090,1.7963,-4.4043
23.7125,-0.7853,1.8958,-4.3058
23.7250,-0.7604,1.9930,-4.2006
23.7375,-0.7343,2.0865,-4.0889
23.7500,-0.7071,2.1774,-3.9710
23.7625,-0.6788,2.2646,-3.8469
23.7750,-0.6494,2.3480,-3.7168
23.7875,-0.6191,2.4285,-3.5812
23.8000,-0.5878,2.5045,-3.4398
23.8125,-0.5556,2.5774,-3.2933
23.8250,-0.5225,2.6459,-3.1417
23.8375,-0.4886,2.7099,-2.9851
23.8500,-0.4540,2.7706,-2.8241
23.8625,-0.4187,2.8262,-2.6586
23.8750,-0.3827,2.8783,-2.4891
23.8875,-0.3461,2.9255,-2.3157
23.9000,-0.3090,2.9677,-2.1386
23.9125,-0.2714,3.0063,-1.9585
23.9250,-0.2334,3.0393,-1.7751
23.9375,-0.1951,3.0686,-1.5892
23.9500,-0.1564,3.0927,-1.4007
23.9625,-0.1175,3.1115,-1.2100
23.9750,-0.0785,3.1265,-1.0176
23.9875,-0.0393,3.1357,-0.8234
24.0000,-0.0000,3.1410,-0.6282
24.0125,0.0393,3.1410,-0.4319
24.0250,0.0785,3.1357,-0.2348
24.0375,0.1175,3.1265,-0.0376
24.0500,0.1564,3.1115,0.1599
24.0625,0.1951,3.0927,0.3569
24.0750,0.2334,3.0686,0.5535
24.0875,0.2714,3.0393,0.7493
24.1000,0.3090,3.0063,0.9438
24.1125,0.3461,2.9677,1.1370
24.1250,0.3827,2.9255,1.3283
24.1375,0.4187,2.8783,1.5177
24.1500,0.4540,2.8262,1.7047
24.1625,0.4886,2.7706,1.8890
24.1750,0.5225,2.7099,2.0705
24.1875,0.5556,2.6459,2.2487
24.2000,0.5878,2.5774,2.4235
24.2125,0.6191,2.5045,2.5946
24.2250,0.6494,2.4285,2.7615
24.2375,0.6788,2.3480,2.9244
24.2500,0.7071,2.2646,3.0826
24.2625,0.7343,2.1774,3.2361
24.2750,0.7604,2.0865,3.3847
24.2875,0.7853,1.9930,3.5280
24.3000,0.8090,1.8958,3.6659
24.3125,0.8315,1.7963,3.7981
24.3250,0.8526,1.6937,3.9245
24.3375,0.8725,1.5883,4.0448
24.3500,0.8910,1.4809,4.1588
24.3625,0.9081,1.3708,4.2665
24.3750,0.9239,1.2590,4.3676
24.3875,0.9382,1.1450,4.4620
24.4000,0.9511,1.0291,4.5495
24.4125,0.9625,0.9120,4.6299
24.4250,0.9724,0.7931,4.7032
24.4375,0.9808,0.6733,4.7693
24.4500,0.9877,0.5523,4.8280
24.4625,0.9931,0.4304,4.8793
24.4750,0.9969,0.3079,4.9230
24.4875,0.9992,0.1849,4.9592
24.5000,1.0000,0.0617,4.9877
24.5125,0.9992,-0.0617,5.0085
24.5250,0.9969,-0.1849,5.0216
24.5375,0.9931,-0.3079,5.0269
24.5500,0.9877,-0.4304,5.0245
24.5625,0.9808,-0.5523,5.0144
24.5750,0.9724,-0.6733,4.9965
24.5875,0.9625,-0.7931,4.9709
24.6000,0.9511,-0.9120,4.9377
24.6125,0.9382,-1.0291,4.8968
24.6250,0.9239,-1.1450,4.8484
24.6375,0.9081,-1.2590,4.7925
24.6500,0.8910,-1.3708,4.7292
24.6625,0.8725,-1.4809,4.6587
24.6750,0.8526,-1.5883,4.5809
24.6875,0.8315,-1.6937,4.4961
24.7000,0.8090,-1.7963,4.4043
24.7125,0.7853,-1.8958,4.3058
24.7250,0.7604,-1.9930,4.2006
24.7375,0.7343,-2.0865,4.0889
24.7500,0.7071,-2.1774,3.9710
24.7625,0.6788,-2.2646,3.8469
24.7750,0.6494,-2.3480,3.7168
24.7875,0.6191,-2.4285,3.5812
24.8000,0.5878,-2.5045,3.4398
24.8125,0.5556,-2.5774,3.2933
24.8250,0.5225,-2.6459,3.1417
24.8375,0.4886,-2.7099,2.9851
24.8500,0.4540,-2.7706,2.8241
24.8625,0.4187,-2.8262,2.6586
24.8750,0.3827,-2.8783,2.4891
24.8875,0.3461,-2.9255,2.3157
24.9000,0.3090,-2.9677,2.1386
24.9125,0.2714,-3.0063,1.9585
24.9250,0.2334,-3.0393,1.7751
24.9375,0.1951,-3.0686,1.5892
24.9500,0.1564,-3.0927,1.4007
24.9625,0.1175,-3.1115,1.2100
24.9750,0.0785,-3.1265,1.0176
24.9875,0.0393,-3.1357,0.8234
25.0000,-0.0000,-3.1410,0.6282
